Governo do Estado do Rio de Janeiro
Secretaria de Estado de Fazenda
Subsecretaria de Politica Fiscal
Transparência Fiscal
Receitas entre 01/01/2017 e 01/08/2026
"Posição";"Poder";"Nome Poder";"Categoria Economica";"Nome Categoria Economica";"Receita por Fonte";"Nome Receita por Fonte";"Receita por Sub Fonte";"Nome Receita por SubFonte";"Rubrica";"Nome Rubrica";"Alinea";"Nome Alinea";"Sub Alinea";"Nome Sub Alinea";"Gestão";"Nome Gestão";"Órgão";"Nome Órgão";"UG";"Nome UG";"Fonte de Recursos";"Nome Fonte de Recursos";"Valor Previsão Inicial";"Valor Previsão Atualizada";"Valor Receita a Realizar";"Valor Receita Realizada"
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"73";"Receita Intraorçamentária - Receita Patrimonial";"731";"Receita Intraorçamentária - Exploração do Patrimônio Imobiliário do Estado";"7311";"Receita Intraorçamentária - Exploração do Patrimônio Imobiliário do Estado";"731101";"Rec Intraorç - Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação";"73110111";"Receita Intraorçamentária - Aluguéis e Arrend";"00006";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"227100";"COMPANHIA DE DESENV INDUSTRIAL DO EST.DO RJ";"501";"Outros Recursos não Vinculados";0;26563,44;11068,1;15495,34
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"73";"Receita Intraorçamentária - Receita Patrimonial";"731";"Receita Intraorçamentária - Exploração do Patrimônio Imobiliário do Estado";"7311";"Receita Intraorçamentária - Exploração do Patrimônio Imobiliário do Estado";"731102";"Rec Intraorç - Conces Permis Autoriz Cess  Dir de Uso Bens Imóveis Públ";"73110201";"Rec Intraorç - Conces Permis Autoriz Cess  Di";"00006";"";"31";"Secretaria de Estado de Transportes e Mobilidade Urbana";"317100";"COMP DE DESENV RODOV E TERMINAIS DO EST DO RJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";3720000;279567,18;0;279567,18
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"761";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"7611";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"761101";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"76110101";"Receita Intraorçam - Serviços Administrativos";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";0;700000;0;700000
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"761";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"7611";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"761101";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"76110101";"Receita Intraorçam - Serviços Administrativos";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"800";"Recursos Vinculados ao RPPS - Fundo em Capitalização (Plano Previdenciário)";0;0;-417,46;417,46
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"761";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"7611";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"761101";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"76110101";"Receita Intraorçam - Serviços Administrativos";"00004";"";"25";"Secretaria de Estado de Administração Penitenciária";"254100";"FUNDACAO SANTA CABRINI";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";1237752;5193889,51;647068,98;4546820,53
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"769";"Receita Intraorçamentária - Outros Serviços";"7699";"Receita Intraorçamentária - Outros Serviços";"769999";"Receita Intraorçamentária - Outros Serviços";"76999901";"Receita Intraorçamentária - Outros Serviços -";"00003";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"223200";"JUNTA COMERCIAL DO ESTADO DO RIO DE JANEIRO.";"501";"Outros Recursos não Vinculados";0;11000;1100;9900
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"769";"Receita Intraorçamentária - Outros Serviços";"7699";"Receita Intraorçamentária - Outros Serviços";"769999";"Receita Intraorçamentária - Outros Serviços";"76999901";"Receita Intraorçamentária - Outros Serviços -";"00004";"";"49";"Secretaria de Estado de Desenvolvimento Social e de Direitos Humanos";"424100";"FUNDACAO PARA INFANCIA E ADOLESCENCIA";"753";"Recursos provenientes de taxas e contribuições";0;332,8;0;332,8
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"769";"Receita Intraorçamentária - Outros Serviços";"7699";"Receita Intraorçamentária - Outros Serviços";"769999";"Receita Intraorçamentária - Outros Serviços";"76999901";"Receita Intraorçamentária - Outros Serviços -";"00004";"";"49";"Secretaria de Estado de Desenvolvimento Social e de Direitos Humanos";"424100";"FUNDACAO PARA INFANCIA E ADOLESCENCIA";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";819;0;0;0
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"769";"Receita Intraorçamentária - Outros Serviços";"7699";"Receita Intraorçamentária - Outros Serviços";"769999";"Receita Intraorçamentária - Outros Serviços";"76999901";"Receita Intraorçamentária - Outros Serviços -";"00004";"";"40";"Secretaria de Estado de Ciência, Tecnologia e Inovação";"404300";"FUNDACAO UNIV. DO EST. RIO DE JANEIRO";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";189000;0;0;0
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"769";"Receita Intraorçamentária - Outros Serviços";"7699";"Receita Intraorçamentária - Outros Serviços";"769999";"Receita Intraorçamentária - Outros Serviços";"76999901";"Receita Intraorçamentária - Outros Serviços -";"00004";"";"25";"Secretaria de Estado de Administração Penitenciária";"254100";"FUNDACAO SANTA CABRINI";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";10537428;10233127,25;3906208,26;6326918,99
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"769";"Receita Intraorçamentária - Outros Serviços";"7699";"Receita Intraorçamentária - Outros Serviços";"769999";"Receita Intraorçamentária - Outros Serviços";"76999901";"Receita Intraorçamentária - Outros Serviços -";"00004";"";"25";"Secretaria de Estado de Administração Penitenciária";"254100";"FUNDACAO SANTA CABRINI";"501";"Outros Recursos não Vinculados";10537428;10233127,25;3906208,26;6326918,99
"08/2026";"3";"Judiciário";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"769";"Receita Intraorçamentária - Outros Serviços";"7699";"Receita Intraorçamentária - Outros Serviços";"769999";"Receita Intraorçamentária - Outros Serviços";"76999901";"Receita Intraorçamentária - Outros Serviços -";"00007";"";"03";"Tribunal de Justiça";"036100";"FUNDO ESPECIAL DO TRIBUNAL DE JUSTICA";"760";"Recursos de Emolumentos e Taxas Judiciais";0;3333050,5;1487063,66;1845986,84
"08/2026";"3";"Judiciário";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"769";"Receita Intraorçamentária - Outros Serviços";"7699";"Receita Intraorçamentária - Outros Serviços";"769999";"Receita Intraorçamentária - Outros Serviços";"76999901";"Receita Intraorçamentária - Outros Serviços -";"00007";"";"03";"Tribunal de Justiça";"036100";"FUNDO ESPECIAL DO TRIBUNAL DE JUSTICA";"660";"Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS";0;3333050,5;1487063,66;1845986,84
"08/2026";"3";"Judiciário";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"769";"Receita Intraorçamentária - Outros Serviços";"7699";"Receita Intraorçamentária - Outros Serviços";"769999";"Receita Intraorçamentária - Outros Serviços";"76999901";"Receita Intraorçamentária - Outros Serviços -";"00007";"";"03";"Tribunal de Justiça";"036200";"FUNDO ESPECIAL ESCOLA DE MAGISTRATURA RJ";"501";"Outros Recursos não Vinculados";0;58250,44;15940,44;42310
"08/2026";"4";"Ministério Público";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7922";"Receita Intraorçamentária - Restituições";"792299";"Receita Intraorçamentária - Outras Restituições";"79229901";"Receita Intraorçamentária - Outras Restituiçõ";"00007";"";"10";"Ministério Público";"106100";"FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ERJ";"501";"Outros Recursos não Vinculados";0;389617,88;249768,59;139849,29
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7922";"Receita Intraorçamentária - Restituições";"792299";"Receita Intraorçamentária - Outras Restituições";"79229901";"Receita Intraorçamentária - Outras Restituiçõ";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;7872495,85;0;7872495,85
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7922";"Receita Intraorçamentária - Restituições";"792299";"Receita Intraorçamentária - Outras Restituições";"79229901";"Receita Intraorçamentária - Outras Restituiçõ";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;7872495,85;0;7872495,85
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7922";"Receita Intraorçamentária - Restituições";"792299";"Receita Intraorçamentária - Outras Restituições";"79229901";"Receita Intraorçamentária - Outras Restituiçõ";"00001";"";"99";"Tesouro do Estado do Rio de Janeiro                                             ";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"700";"Outras Transferências de Convênios ou Instrumentos Congêneres da União";0;3566820,55;-1548188,17;5115008,72
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7923";"Receita Intraorçamentária - Ressarcimentos";"792399";"Receita Intraorçamentária - Outros Ressarcimentos";"79239901";"Rec Intraorç - Outros Ressarcimentos - Pessoa";"00003";"";"20";"Secretaria de Estado de Fazenda";"123400";"FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.";"601";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";1923604;0;0;0
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7923";"Receita Intraorçamentária - Ressarcimentos";"792399";"Receita Intraorçamentária - Outros Ressarcimentos";"79239901";"Rec Intraorç - Outros Ressarcimentos - Pessoa";"00003";"";"14";"Secretaria de Estado da Casa Civil";"403200";"PRODERJ-CENTRO DE TECNOL.DE INF.COMUN. ERJ";"501";"Outros Recursos não Vinculados";0;407115,96;56870,68;350245,28
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7923";"Receita Intraorçamentária - Ressarcimentos";"792399";"Receita Intraorçamentária - Outros Ressarcimentos";"79239901";"Rec Intraorç - Outros Ressarcimentos - Pessoa";"00003";"";"22";"Secretaria de Desenvolvimento Econômico, Indústria, Comercio e Serviços";"223200";"JUNTA COMERCIAL DO ESTADO DO RIO DE JANEIRO.";"501";"Outros Recursos não Vinculados";1559817;1943742,37;741646,17;1202096,2
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7923";"Receita Intraorçamentária - Ressarcimentos";"792399";"Receita Intraorçamentária - Outros Ressarcimentos";"79239901";"Rec Intraorç - Outros Ressarcimentos - Pessoa";"00007";"";"29";"Secretaria de Estado de Saúde";"296100";"FUNDO ESTADUAL DE SAUDE - FES";"701";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";0;71890,45;28526,3;43364,15
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7923";"Receita Intraorçamentária - Ressarcimentos";"792399";"Receita Intraorçamentária - Outros Ressarcimentos";"79239901";"Rec Intraorç - Outros Ressarcimentos - Pessoa";"00003";"";"30";"Secretaria de Estado de Trabalho e Renda";"053100";"INSTITUTO DE PESOS E MEDIDAS DO RJ";"600";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";0;32529,91;13252,99;19276,92
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7923";"Receita Intraorçamentária - Ressarcimentos";"792399";"Receita Intraorçamentária - Outros Ressarcimentos";"79239901";"Rec Intraorç - Outros Ressarcimentos - Pessoa";"00003";"";"30";"Secretaria de Estado de Trabalho e Renda";"053100";"INSTITUTO DE PESOS E MEDIDAS DO RJ";"800";"Recursos Vinculados ao RPPS - Fundo em Capitalização (Plano Previdenciário)";0;32529,91;13252,99;19276,92
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7923";"Receita Intraorçamentária - Ressarcimentos";"792399";"Receita Intraorçamentária - Outros Ressarcimentos";"79239901";"Rec Intraorç - Outros Ressarcimentos - Pessoa";"00006";"";"31";"Secretaria de Estado de Transportes e Mobilidade Urbana";"317100";"COMP DE DESENV RODOV E TERMINAIS DO EST DO RJ";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";412800;367990,25;140780,34;227209,91
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7923";"Receita Intraorçamentária - Ressarcimentos";"792399";"Receita Intraorçamentária - Outros Ressarcimentos";"79239901";"Rec Intraorç - Outros Ressarcimentos - Pessoa";"00003";"";"14";"Secretaria de Estado da Casa Civil";"263100";"DEPARTAMENTO DE TRANSITO DO RIO DE JANEIRO";"801";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";1738261;1738261,03;505834,56;1232426,47
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7923";"Receita Intraorçamentária - Ressarcimentos";"792399";"Receita Intraorçamentária - Outros Ressarcimentos";"79239901";"Rec Intraorç - Outros Ressarcimentos - Pessoa";"00003";"";"20";"Secretaria de Estado de Fazenda";"123425";"FUNDO UNICO DE PREVIDENCIA DO ERJ - TAXA ADMINISTRATIVA	";"802";"Recursos Vinculados ao RPPS - Taxa de Administração";7617773;11077435,75;5313894,53;5763541,22
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"79";"Receita Intraorçamentária - Outras Receitas Correntes";"792";"Receita Intraorçamentária - Indenizações, Restituições e Ressarcimentos";"7923";"Receita Intraorçamentária - Ressarcimentos";"792399";"Receita Intraorçamentária - Outros Ressarcimentos";"79239901";"Rec Intraorç - Outros Ressarcimentos - Pessoa";"00003";"";"20";"Secretaria de Estado de Fazenda";"123425";"FUNDO UNICO DE PREVIDENCIA DO ERJ - TAXA ADMINISTRATIVA	";"602";"Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal";7617773;11077435,75;5313894,53;5763541,22
"08/2026";"1";"Executivo";"7";"RECEITAS INTRAORÇAMENTÁRIAS CORRENTES";"76";"Receita Intraorçamentária - Receita de Serviços";"761";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"7611";"Receita Intraorçamentária - Serviços Administrativos e Comerciais Gerais";"761150";"Receita Intraorçamentária - Serviços de administração Previdenciária";"76115001";"Receita Intraorçamentária-Serviços de Adminis";"00003";"";"20";"Secretaria de Estado de Fazenda";"123425";"FUNDO UNICO DE PREVIDENCIA DO ERJ - TAXA ADMINISTRATIVA	";"502";"Recursos não vinculados da compensação de Impostos";24550971;49939192,61;27769081,49;22170111,12
